sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,delivery_time,description,enable_googlecheckout,gallery,gender,geschmacksrichtugen,gift_message_available,gross_weight,has_options,image,image_label,liters,material,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,model,msrp,msrp_display_actual_price_type,msrp_enabled,name,net_weight,news_from_date,news_to_date,options_container,page_layout,price,processor,ram_size,required_options,response_time,room,screensize,shape,shirt_size,shoe_size,shoe_type,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_custom_option_store,_custom_option_type,_custom_option_title,_custom_option_is_required,_custom_option_price,_custom_option_sku,_custom_option_max_characters,_custom_option_sort_order,_custom_option_row_title,_custom_option_row_price,_custom_option_row_sku,_custom_option_row_sort,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
20182,,Default,simple,,,base,,"2013-10-01 17:58:06",,,,,"2-3 Tage","<div class=""std"">Der Stollen wird aus feinem Butterteig hergestellt, der eine  saftige Marzipanrolle umh&uuml;llt. Nach dem Backen wird er mit einer  Aprikosen-Konfit&uuml;re bestrichen und mit vielen gehackten, frischen  Pistazien bestreut.</div>",1,,,,,1350,0,/p/i/pistazienstollen.jpg,"Pistazien Marzipan Stollen 1000 g",,,,"Pistazien Marzipan Stollen 1000 g, Produkte, Weihnachten","Pistazien Marzipan Stollen 1000 g, Produkte, Weihnachten","Pistazien Marzipan Stollen 1000 g",,,,"Use config","Use config","Pistazien Marzipan Stollen 1000 g",1000,,,"Block after Info Column",,26.5000,,,0,,,,,,,,"<p>Kenner lieben dieses Naschwerk</p>",/p/i/pistazienstollen.jpg,"Pistazien Marzipan Stollen 1000 g",,,,1,2,/p/i/pistazienstollen.jpg,"Pistazien Marzipan Stollen 1000 g","2013-10-01 17:58:06",pistazien-marzipan-stollen-1000-g,pistazien-marzipan-stollen-1000-g.html,4,1350.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/p/i/pistazienstollen.jpg,"Pistazien Marzipan Stollen 1000 g",1,0,,,,,,,,,,,,,,,,
20260,,Default,simple,,,base,,"2013-10-01 17:59:36",,,,,"2-3 Tage","<div class=""std"">In 180 L&auml;ndern auf allen Kontinenten gilt Strohauer's  Christstollen als ""Botschafter aus Heidelberg"" - und das nicht ohne  Grund! Erlesene Zutaten wie die gr&ouml;&szlig;ten, saftigsten, 48 Stunden in Rum  geweichten Sultaninen, Vanille, Mandeln, Orangeat, Zitronat, Rohmarzipan  und exotische Gew&uuml;rze verleihen ihm seine aromatische Saftigkeit. Jeder  Christstollen erreicht seinen Empf&auml;nger unbeschadet in einem  wundersch&ouml;nen Geschenkkarton und verleiht ""festliche"" Stimmung!!</div>",1,,,,,1350,0,/c/h/christstollen_mit_copyright_2011_1_1.jpg,"Strohauer`s Original Heidelberger Christstollen 1000 g",,,,"Strohauer`s Original Heidelberger Christstollen 1000 g, Produkte, Weihnachten","Strohauer`s Original Heidelberger Christstollen 1000 g, Produkte, Weihnachten","Strohauer`s Original Heidelberger Christstollen 1000 g",,,,"Use config","Use config","Strohauer's Original Heidelberger Christstollen © 1000 g",1000,,,"Block after Info Column",,15.9000,,,0,,,,,,,,"<div class=""std"">Er darf auf keiner Festtafel fehlen</div>",/c/h/christstollen_mit_copyright_2011_1_1.jpg,"Strohauer`s Original Heidelberger Christstollen 1000 g",,,,1,2,/c/h/christstollen_mit_copyright_2011_1_1.jpg,"Strohauer`s Original Heidelberger Christstollen 1000 g","2013-10-01 17:59:36",strohauer-s-original-heidelberger-christstollen-c-1000-g,strohauer-s-original-heidelberger-christstollen-c-1000-g.html,4,1350.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/c/h/christstollen_2011_3_1_1.jpg,"Strohauer`s Original Heidelberger Christstollen 1000 g",1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/c/h/christstollen_2011_2__1_1.jpg,"Strohauer`s Original Heidelberger Christstollen 1000 g",2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/c/h/christstollen_mit_copyright_2011_1_1.jpg,"Strohauer`s Original Heidelberger Christstollen 1000 g",3,0,,,,,,,,,,,,,,,,
10053,,Default,simple,Pralinen,"Root Catalog",base,,"2013-10-01 18:01:46",,,,,"2-3 Tage","<div class=""std"">Eine erlesene Auswahl hochfeiner Pralinen mit unterschiedlicher  F&uuml;llung. Eine Komposition aus Nougat, Marzipan, Sahne und vieles mehr</div>",1,,,,,600,0,/p/r/pralinen_hasenpack.jpg,"Strohauer`s Osterpralinenmischung (ohne Alkohol)",,,,"Strohauer`s Osterpralinenmischung (ohne Alkohol), Produkte, Ostern","Strohauer`s Osterpralinenmischung (ohne Alkohol), Produkte, Ostern","Strohauer`s Osterpralinenmischung (ohne Alkohol)",,,,"Use config","Use config","Strohauer`s Osterpralinenmischung (ohne Alkohol)",250,,,"Block after Info Column",,14.9000,,,0,,,,,,,,"<p>ca 250g Netto<br /> Eine erlesene Auswahl hochfeiner Pralinen mit unterschiedlicher F&uuml;llung.  Eine Komposition aus Nougat, Marzipan, Sahne und vieles mehr<br /> ohne Alkohol</p>",/p/r/pralinen_hasenpack.jpg,"Strohauer`s Osterpralinenmischung (ohne Alkohol)",,,,1,2,/p/r/pralinen_hasenpack.jpg,"Strohauer`s Osterpralinenmischung (ohne Alkohol)","2014-10-08 13:41:57",strohauer-s-osterpralinenmischung-ohne-alkohol,strohauer-s-osterpralinenmischung-ohne-alkohol.html,4,600.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/p/r/pralinen_hasenpack.jpg,"Strohauer`s Osterpralinenmischung (ohne Alkohol)",1,0,,,,,,,,,,,,,,,,
,,,,Gebäck,"Root Catalog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10056,,Default,simple,Pralinen,"Root Catalog",base,,"2013-10-01 18:02:57",,,,,"2-3 Tage","<div class=""std"">Eine erlesene Auswahl hochfeiner Pralinen mit unterschiedlicher  F&uuml;llung. Eine Komposition aus Nougat, Marzipan, Sahne und vieles mehr  (mit Alkohol).</div>",1,,,,,600,0,/p/r/pralinen_hasenpackgr.jpg,"Strohauer`s Osterpralinenmischung ( mit Alkohol )",,,,"Strohauer`s Osterpralinenmischung ( mit Alkohol ), Produkte, Ostern","Strohauer`s Osterpralinenmischung ( mit Alkohol ), Produkte, Ostern","Strohauer`s Osterpralinenmischung ( mit Alkohol )",,,,"Use config","Use config","Strohauer`s Osterpralinenmischung ( mit Alkohol )",250,,,"Block after Info Column",,14.9000,,,0,,,,,,,,"<p>Eine erlesene Auswahl hochfeiner Pralinen mit unterschiedlicher F&uuml;llung.  Eine Komposition aus Nougat, Marzipan, Sahne und vieles mehr (mit  Alkohol).</p>",/p/r/pralinen_hasenpackgr.jpg,"Strohauer`s Osterpralinenmischung ( mit Alkohol )",,,,1,2,/p/r/pralinen_hasenpackgr.jpg,"Strohauer`s Osterpralinenmischung ( mit Alkohol )","2014-10-08 14:00:06",strohauer-s-osterpralinenmischung-mit-alkohol,strohauer-s-osterpralinenmischung-mit-alkohol.html,4,600.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/p/r/pralinen_hasenpackgr.jpg,"Strohauer`s Osterpralinenmischung ( mit Alkohol )",1,0,,,,,,,,,,,,,,,,
,,,,Gebäck,"Root Catalog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055,,Default,simple,Pralinen,"Root Catalog",base,,"2013-10-01 18:04:04",,,,,"2-3 Tage","<div class=""std"">Lassen Sie sich von unseren handgefertigten Osterpralinen  verf&uuml;hren. F&uuml;r Sie haben wir eine kleine Auswahl aus unserem Sortiment  in einer Klarsicht-Pr&auml;sentpackung zusammengestellt. Gef&uuml;llt sind die  Osterpralinen mit: Mandelcreme; Haselnuss-Creme; Wachtelei mit  Haselnuss-Creme; Capuccino-Tr&uuml;ffelmasse;Marzipan und Amarena-Kirschen;  Edelvollmilch; Himbeercreme; Kirsch-Gelee mit Cherry;  Eierlik&ouml;r;Orangenmarzipan und Bourbon-Vanille.</div>",1,,,,,750,0,/o/s/osterpralinen.jpg,"Osterpralinen, Produkte",,,,"Osterpralinen, Produkte, Ostern","Osterpralinen, Produkte, Ostern","Osterpralinen, Produkte",,,,"Use config","Use config",Osterpralinen,400,,,"Block after Info Column",,22.5000,,,0,,,,,,,,"<div class=""std"">Eine leckere Ostereier-Pralinenmischung</div>",/o/s/osterpralinen.jpg,"Osterpralinen, Produkte",,,,1,2,/o/s/osterpralinen.jpg,"Osterpralinen, Produkte","2014-10-08 13:57:44",osterpralinen,osterpralinen.html,4,750.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/o/s/osterpralinen.jpg,"Osterpralinen, Produkte",1,0,,,,,,,,,,,,,,,,
,,,,Gebäck,"Root Catalog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061,,Default,simple,,,base,,"2013-10-01 18:05:13",,,,,"2-3 Tage","<div class=""std"">Das Osternest wird Schicht f&uuml;r Schicht aus zartem Baumkuchenteig  am offenem Feuer gebacken und sorgf&auml;ltig mit feinstem Edelfondant  &uuml;berzogen. In der Mitte sitzt ein Osterh&auml;schen aus leckerer  Edelvollmilchschokolade, kleine Tr&uuml;ffel- und Marzipank&ouml;stlichkeiten  liegen zum Verteilen dabei. Das Baumkuchen Osternest ist nicht nur ein  wahrer Augenschmaus f&uuml;r Ihre &ouml;sterliche Kaffeetafel, sondern auch eine  ganz besonders schmackhafte Kuchenspezialit&auml;t.</div>",1,,,,,1250,0,/b/a/baumkuchenosternest_1.jpg,"Baumkuchen Osternest",,,,"Baumkuchen Osternest, Produkte, Ostern","Baumkuchen Osternest, Produkte, Ostern","Baumkuchen Osternest",,,,"Use config","Use config","Baumkuchen Osternest",900,,,"Block after Info Column",,27.5000,,,0,,,,,,,,"<p>H&ouml;he 11 cm 600g<br /> Ein Augenschmaus f&uuml;r Ihre &ouml;sterliche Kaffeetafel</p>",/b/a/baumkuchenosternest_1.jpg,"Baumkuchen Osternest",,,,1,2,/b/a/baumkuchenosternest_1.jpg,"Baumkuchen Osternest","2013-10-01 18:05:13",baumkuchen-osternest,baumkuchen-osternest.html,4,1250.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/b/a/baumkuchenosternest_1.jpg,"Baumkuchen Osternest",1,0,,,,,,,,,,,,,,,,
20062,,Default,simple,,,base,,"2013-10-01 18:06:34",,,,,"2-3 Tage","<div class=""std"">&Uuml;berraschen Sie Ihre Familie oder Ihre G&auml;ste mit diesem  originellen Osterlamm. Aus leichtem Butter-Biskuit wird es nach einem  alten &uuml;berlieferten franz&ouml;sischen Rezept aus Butter, Zucker, Eiern und  Mehl gebacken. Mit seinem flaumigen Puderzuckerfell wird es  unwiderstehlich und bildet einen geschmackvollen Mittelpunkt des  traditionellen Osterfestes.</div>",1,,,,,850,0,/o/s/osterlamm_2.jpg,"Strohauer`s Osterlamm",,,,"Strohauer`s Osterlamm, Produkte, Ostern","Strohauer`s Osterlamm, Produkte, Ostern","Strohauer`s Osterlamm",,,,"Use config","Use config","Strohauer`s Osterlamm",500,,,"Block after Info Column",,14.5000,,,0,,,,,,,,"<p>500g Netto<br /> Zum Anschneiden fast zu schade</p>",/o/s/osterlamm_2.jpg,"Strohauer`s Osterlamm",,,,1,2,/o/s/osterlamm_2.jpg,"Strohauer`s Osterlamm","2013-10-01 18:06:34",strohauer-s-osterlamm,strohauer-s-osterlamm.html,4,850.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/o/s/osterlamm.jpg,"Strohauer`s Osterlamm",1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/o/s/osterlamm_2.jpg,"Strohauer`s Osterlamm",2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/o/s/osterlamm_1.jpg,"Strohauer`s Osterlamm",3,0,,,,,,,,,,,,,,,,
20125-1,,Default,simple,,,base,,"2013-10-01 18:07:47",,,,,"2-3 Tage","<div class=""std"">Ein ausgefallenes Geschenk f&uuml;r Ostern. .Hinter den s&uuml;&szlig;en  Ostergr&uuml;&szlig;en steckt eine Torte aus saftigem Marzipan-Biskuit, der mit  einer Kirschwassercreme gef&uuml;llt ist und mit wei&szlig;er Schokolade &uuml;berzogen  wird.</div>",1,,,,,1350,0,/o/s/ostertele_motiv1.jpg,"Ostertelegramm Motiv 1",,,,"Ostertelegramm Motiv 1, Produkte, Ostern","Ostertelegramm Motiv 1, Produkte, Ostern","Ostertelegramm Motiv 1",,,,"Use config","Use config","Ostertelegramm Motiv 1",1000,,,"Block after Info Column",,27.0000,,,0,,,,,,,,"<p>18 x 18 x 5 cm 1000g Netto<br /> Diese Ostertorte wird nicht nur begeistern, sondern auch schmecken.<br /> mit Alkohol</p>",/o/s/ostertele_motiv1.jpg,"Ostertelegramm Motiv 1",,,,1,2,/o/s/ostertele_motiv1.jpg,"Ostertelegramm Motiv 1","2013-10-01 18:07:47",ostertelegramm-motiv-1,ostertelegramm-motiv-1.html,4,1350.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/o/s/ostertele_motiv1.jpg,"Ostertelegramm Motiv 1",1,0,,,,,,,,,,,,,,,,
20042,,Default,simple,,,base,,"2013-10-01 18:11:21",,,,,"2-3 Tage","<div class=""std"">Der saftige Biskuit wird gef&uuml;llt mit einer leckeren Vanillecreme.  Die Torte wird mit Creme eingestrichen und mit gr&uuml;nem Marzipan eingeschlagen. Ein wundersch&ouml;nes Esspapierdekor  in der Gr&ouml;&szlig;e 24/16 cm runden  die Tortenkreation ab</div>",1,,,,,2350,0,/v/i/viereckige_ostertorte.jpg,"Viereckige Ostertorte",,,,"Viereckige Ostertorte – NEU, Produkte, Ostern","Viereckige Ostertorte – NEU, Produkte, Ostern","Viereckige Ostertorte – NEU",,,,"Use config","Use config","Viereckige Ostertorte – NEU",2000,,,"Block after Info Column",,45.5000,,,0,,,,,,,,"<p>Gr&ouml;&szlig;e ca.  20/29 cm. 2000g Netto<br /> Osterverf&uuml;hrung<br /> ohne Alkohol</p>",/v/i/viereckige_ostertorte.jpg,"Viereckige Ostertorte",,,,1,2,/v/i/viereckige_ostertorte.jpg,"Viereckige Ostertorte","2013-10-01 18:11:21",viereckige-ostertorte-neu,viereckige-ostertorte-neu.html,4,2350.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/v/i/viereckige_ostertorte.jpg,"Viereckige Ostertorte",1,0,,,,,,,,,,,,,,,,
20041,,Default,simple,,,base,,"2013-10-01 18:13:00",,,,,"2-3 Tage","<div class=""std"">Eine &ouml;sterliche Verf&uuml;hrung ist diese feine H&auml;schen-Ostertorte.  Der saftige Schokoladenbiskuit wird gef&uuml;llt mit einer Schokoladencreme  u. Aprikosenmarmelade. Die Torte wird mit Nougat eingestrichen und mit  gr&uuml;nem Marzipan eingeschlagen. 12 R&uuml;blis &amp; ein Marzipanaufleger  runden das Bild der Torte ab.</div>",1,,,,,1850,0,/h/_/h_schen-ostertorte_1_.jpg,Häschen-Ostertorte,,,,"Häschen-Ostertorte, Produkte, Ostern","Häschen-Ostertorte, Produkte, Ostern",Häschen-Ostertorte,,,,"Use config","Use config",Häschen-Ostertorte,1500,,,"Block after Info Column",,29.9000,,,0,,,,,,,,"<p>28 cm &Oslash; 1500g Netto<br /> Eine sehr leckere Ostertorte f&uuml;r Ihre Kaffetafel<br /> ohne Alkohol</p>",/h/_/h_schen-ostertorte_1_.jpg,Häschen-Ostertorte,,,,1,2,/h/_/h_schen-ostertorte_1_.jpg,Häschen-Ostertorte,"2013-10-01 18:13:00",haeschen-ostertorte,haeschen-ostertorte.html,4,1850.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/h/_/h_schen-ostertorte_1_.jpg,Häschen-Ostertorte,1,0,,,,,,,,,,,,,,,,
20004,,Default,simple,Torten,"Root Catalog",base,,"2013-10-01 18:15:07",,,,,"2-3 Tage","<p>Unsere beliebte Sachertorte wird mit 10 kleinen Kerzchen und einem Aufleger nach Ihrer Wahl geschm&uuml;ckt.</p>",1,,,,,1200,0,/p/1/p1000274.jpg,"Sachertorte mit Aufleger und 10 kleinen Kerzen",,,,"Sachertorte mit Aufleger und 10 kleinen Kerzen, Geburtstage, Produkte, Jubiläum, Festliche Anlässe","Sachertorte mit Aufleger und 10 kleinen Kerzen, Geburtstage, Produkte, Jubiläum, Festliche Anlässe","Sachertorte mit Aufleger und 10 kleinen Kerzen",,,,"Use config","Use config","Sachertorte mit Aufleger und 10 kleinen Kerzen",800,,,"Block after Info Column",,25.0000,,,0,,,,,,,,"<p>20 cm &Oslash; 800 g Netto<br /> Sachertorte mit Aufleger und 10 kleinen Kerzen<br /> ohne Alkohol</p>",/p/1/p1000274.jpg,"Sachertorte mit Aufleger und 10 kleinen Kerzen",,,,1,2,/p/1/p1000274.jpg,"Sachertorte mit Aufleger und 10 kleinen Kerzen","2014-10-08 15:03:14",sachertorte-mit-aufleger-und-10-kleinen-kerzen,sachertorte-mit-aufleger-und-10-kleinen-kerzen.html,4,1200.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/2/3/23-09-2011_12_00_39.jpg,,1,0,,,,,,,,,,,,,,,,
,,,,Geburtstag,"Root Catalog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/z/u/zuschnitt.jpg,,2,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/2/3/23-09-2011_12_30_49.jpg,,3,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/s/a/sachertorte_20_cm_mit_kerzchen.jpg,"Sachertorte mit Aufleger und 10 kleinen Kerzen",4,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/2/3/23-09-2011_12_18_30.jpg,,5,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/p/1/p1000274.jpg,"Sachertorte mit Aufleger und 10 kleinen Kerzen",6,0,,,,,,,,,,,,,,,,
20068,,Default,simple,,,base,,"2013-10-01 18:16:53",,,,,"4 Tage","<div class=""std"">Zwischen d&uuml;nnen Biskuitlagen kommt abwechselnd eine feine  Schoko- und Erdbeercremef&uuml;llung. &Uuml;berzogen wird die Torte mit rotem  Marzipan. Die Dekoration der Torte wird mit Bl&uuml;mchen geschm&uuml;ckt. Nat&uuml;rlich darf  eine Hello-Kitty oder Spongebob Figur als Spardose nicht fehlen.  Sie k&ouml;nnen die Torte auch als unsere beliebte Sachertorte bestellen! Die Figur ist nicht essbar.</div>",1,,,,,2350,0,/h/e/hello_kitty_spardose_1__2.jpg,"Viereckige Kindertorte",,,,"Viereckige Kindertorte - NEU, Geburtstage, Produkte, Festliche Anlässe","Viereckige Kindertorte - NEU, Geburtstage, Produkte, Festliche Anlässe","Viereckige Kindertorte - NEU",,,,"Use config","Use config","Viereckige Kindertorte - NEU",2000,,,"Block after Info Column",,50.0000,,,0,,,,,,,,"<p>ca. 20/29 cm 2000g<br /> Ein Traum f&uuml;r Hello-Kitty oder Spongebob begeisterten Kindern<br /> ohne Alkohol</p>",/h/e/hello_kitty_spardose_1__2.jpg,"Viereckige Kindertorte",,,,1,2,/h/e/hello_kitty_spardose_1__2.jpg,"Viereckige Kindertorte","2013-10-01 18:16:53",viereckige-kindertorte-neu,viereckige-kindertorte-neu.html,4,2350.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/h/e/hello_kitty_spardose_1__2.jpg,"Viereckige Kindertorte",1,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,/s/p/spongebob.jpg,"Viereckige Kindertorte",2,0,,,,,,,,,,,,,,,,
20069,,Default,simple,,,base,,"2013-10-01 18:18:51",,,,,"4 Tage","<div class=""std"">Zwischen d&uuml;nnen Biskuitlagen kommt abwechselnd eine feine Schoko- und Erdbeercremef&uuml;llung.  &Uuml;berzogen wird die Torte mit rotem Marzipan. Geschm&uuml;ckt wird die Torte mit Hello-Kitty Figuren. Die Figuren sind nicht essbar.</div>",1,,,,,1150,0,/h/e/hello_kittyfiguren_1_.jpg,"Kindergeburtstagstorte rund",,,,"Kindergeburtstagstorte rund - NEU, Geburtstage, Produkte, Festliche Anlässe","Kindergeburtstagstorte rund - NEU, Geburtstage, Produkte, Festliche Anlässe","Kindergeburtstagstorte rund - NEU",,,,"Use config","Use config","Kindergeburtstagstorte rund - NEU",800,,,"Block after Info Column",,29.9000,,,0,,,,,,,,"<p>20 cm &Oslash; 800 g Netto<br /> Ein Augenschmaus f&uuml;r Kinder<br /> ohne Alkohol</p>",/h/e/hello_kittyfiguren_1_.jpg,"Kindergeburtstagstorte rund",,,,1,2,/h/e/hello_kittyfiguren_1_.jpg,"Kindergeburtstagstorte rund","2013-10-01 18:18:51",kindergeburtstagstorte-rund-neu,kindergeburtstagstorte-rund-neu.html,4,1150.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/h/e/hello_kittyfiguren_1_.jpg,"Kindergeburtstagstorte rund",1,0,,,,,,,,,,,,,,,,
20083,,Default,simple,,,base,,"2013-10-01 18:20:51",,,,,"4 Tage","<div class=""std"">Das Kommunionbuch wird aus einer sehr saftigen Sachermasse  hergestellt. Eingeschlagen wird es mit naturfarbenen Marzipan. Das Kreuz ist auch aus  Marzipan. Das Bild, das Sie uns als JPG schicken k&ouml;nnen wird auf  Esspapier mit Lebensmittelfarbe gedruckt.</div>",1,,,,,1550,0,/k/o/kommunionbuch_cl.jpg,"Kleines Kommunion / Konfirmationsbuch",,,,"Kleines Kommunion / Konfirmationsbuch, Produkte, Foto & Bilder Torten","Kleines Kommunion / Konfirmationsbuch, Produkte, Foto & Bilder Torten","Kleines Kommunion / Konfirmationsbuch",,,,"Use config","Use config","Kleines Kommunion / Konfirmationsbuch",1200,,,"Block after Info Column",,30.0000,,,0,,,,,,,,"<p>26 x 18 x 5 cm 1200g Netto<br /> F&uuml;r den sch&ouml;nsten Tag im Leben....</p>",/k/o/kommunionbuch_cl.jpg,"Kleines Kommunion / Konfirmationsbuch",,,,1,2,/k/o/kommunionbuch_cl.jpg,"Kleines Kommunion / Konfirmationsbuch","2013-10-01 18:20:51",kleines-kommunion-konfirmationsbuch,kleines-kommunion-konfirmationsbuch.html,4,1550.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/k/o/kommunionbuch_cl.jpg,"Kleines Kommunion / Konfirmationsbuch",1,0,,,,,,,,,,,,,,,,
